2024-07-02 13:21:20,974 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Current SDK version is 0.17.3
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Configure stats pid to 74231
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Loading settings from /Users/charlesoneill/.config/wandb/settings
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Loading settings from /Users/charlesoneill/retrieval/src/wandb/settings
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'src/hyde.py', 'program_abspath': '/Users/charlesoneill/retrieval/src/hyde.py', 'program': '/Users/charlesoneill/retrieval/src/hyde.py'}
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:_log_setup():520] Logging user logs to /Users/charlesoneill/retrieval/src/wandb/run-20240702_132120-ka039v5k/logs/debug.log
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:_log_setup():521] Logging internal logs to /Users/charlesoneill/retrieval/src/wandb/run-20240702_132120-ka039v5k/logs/debug-internal.log
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:init():560] calling init triggers
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {}
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:init():610] starting backend
2024-07-02 13:21:20,975 INFO    MainThread:74231 [wandb_init.py:init():614] setting up manager
2024-07-02 13:21:20,977 INFO    MainThread:74231 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-07-02 13:21:20,979 INFO    MainThread:74231 [wandb_init.py:init():622] backend started and connected
2024-07-02 13:21:20,984 INFO    MainThread:74231 [wandb_init.py:init():711] updated telemetry
2024-07-02 13:21:21,050 INFO    MainThread:74231 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-07-02 13:21:21,363 INFO    MainThread:74231 [wandb_run.py:_on_init():2402] communicating current version
2024-07-02 13:21:21,506 INFO    MainThread:74231 [wandb_run.py:_on_init():2411] got version response 
2024-07-02 13:21:21,506 INFO    MainThread:74231 [wandb_init.py:init():795] starting run threads in backend
2024-07-02 13:21:23,480 INFO    MainThread:74231 [wandb_run.py:_console_start():2380] atexit reg
2024-07-02 13:21:23,480 INFO    MainThread:74231 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2024-07-02 13:21:23,480 INFO    MainThread:74231 [wandb_run.py:_redirect():2300] Wrapping output streams.
2024-07-02 13:21:23,481 INFO    MainThread:74231 [wandb_run.py:_redirect():2325] Redirects installed.
2024-07-02 13:21:23,482 INFO    MainThread:74231 [wandb_init.py:init():838] run started, returning control to user process
