2024-06-27 11:22:39,814 INFO    StreamThr :83723 [internal.py:wandb_internal():85] W&B internal server running at pid: 83723, started at: 2024-06-27 11:22:39.814212
2024-06-27 11:22:39,815 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: status
2024-06-27 11:22:39,818 INFO    WriterThread:83723 [datastore.py:open_for_write():87] open: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/run-0ii9yd5o.wandb
2024-06-27 11:22:39,819 DEBUG   SenderThread:83723 [sender.py:send():379] send: header
2024-06-27 11:22:39,835 DEBUG   SenderThread:83723 [sender.py:send():379] send: run
2024-06-27 11:22:40,054 INFO    SenderThread:83723 [dir_watcher.py:__init__():211] watching files in: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files
2024-06-27 11:22:40,054 INFO    SenderThread:83723 [sender.py:_start_run_threads():1188] run started: 0ii9yd5o with start time 1719501759.815435
2024-06-27 11:22:40,059 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: check_version
2024-06-27 11:22:40,059 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: check_version
2024-06-27 11:22:40,154 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: run_start
2024-06-27 11:22:40,163 DEBUG   HandlerThread:83723 [system_info.py:__init__():26] System info init
2024-06-27 11:22:40,163 DEBUG   HandlerThread:83723 [system_info.py:__init__():41] System info init done
2024-06-27 11:22:40,163 INFO    HandlerThread:83723 [system_monitor.py:start():194] Starting system monitor
2024-06-27 11:22:40,163 INFO    SystemMonitor:83723 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-27 11:22:40,163 INFO    HandlerThread:83723 [system_monitor.py:probe():214] Collecting system info
2024-06-27 11:22:40,163 INFO    SystemMonitor:83723 [interfaces.py:start():188] Started cpu monitoring
2024-06-27 11:22:40,168 INFO    SystemMonitor:83723 [interfaces.py:start():188] Started disk monitoring
2024-06-27 11:22:40,168 INFO    SystemMonitor:83723 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-27 11:22:40,170 INFO    SystemMonitor:83723 [interfaces.py:start():188] Started memory monitoring
2024-06-27 11:22:40,171 INFO    SystemMonitor:83723 [interfaces.py:start():188] Started network monitoring
2024-06-27 11:22:40,544 DEBUG   HandlerThread:83723 [system_info.py:probe():152] Probing system
2024-06-27 11:22:40,548 DEBUG   HandlerThread:83723 [system_info.py:_probe_git():137] Probing git
2024-06-27 11:22:40,560 DEBUG   HandlerThread:83723 [system_info.py:_probe_git():145] Probing git done
2024-06-27 11:22:40,560 DEBUG   HandlerThread:83723 [system_info.py:probe():200] Probing system done
2024-06-27 11:22:40,560 DEBUG   HandlerThread:83723 [system_monitor.py:probe():223] {'os': 'macOS-14.3-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-06-27T15:22:40.544720', 'startedAt': '2024-06-27T15:22:39.807559', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/charlesoneill/retrieval/src/bag_of_words.py', 'codePathLocal': 'bag_of_words.py', 'codePath': 'src/bag_of_words.py', 'git': {'remote': 'https://github.com/jsalt2024-evaluating-llms-for-astronomy/retrieval.git', 'commit': 'a36b1c8a34675cf9d4cf0fa7325d70155ee4646e'}, 'email': 'cponeill00@gmail.com', 'root': '/Users/charlesoneill/retrieval', 'host': 'Charless-MacBook-Pro-2.local', 'username': 'charlesoneill', 'executable': '/Users/charlesoneill/miniconda3/envs/jsalt/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3504, 'min': 702, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 702, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 13.403804779052734}}, 'gpuapple': {'type': 'Apple M2 Max', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 32.0}}
2024-06-27 11:22:40,560 INFO    HandlerThread:83723 [system_monitor.py:probe():224] Finished collecting system info
2024-06-27 11:22:40,560 INFO    HandlerThread:83723 [system_monitor.py:probe():227] Publishing system info
2024-06-27 11:22:40,560 DEBUG   HandlerThread:83723 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-27 11:22:41,059 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/conda-environment.yaml
2024-06-27 11:22:41,346 DEBUG   HandlerThread:83723 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-27 11:22:41,346 INFO    HandlerThread:83723 [system_monitor.py:probe():229] Finished publishing system info
2024-06-27 11:22:41,348 DEBUG   SenderThread:83723 [sender.py:send():379] send: files
2024-06-27 11:22:41,348 INFO    SenderThread:83723 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-27 11:22:41,380 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: python_packages
2024-06-27 11:22:41,380 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: python_packages
2024-06-27 11:22:41,381 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: stop_status
2024-06-27 11:22:41,381 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: stop_status
2024-06-27 11:22:41,382 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:41,506 DEBUG   SenderThread:83723 [sender.py:send():379] send: telemetry
2024-06-27 11:22:41,720 INFO    wandb-upload_0:83723 [upload_job.py:push():130] Uploaded file /var/folders/wg/cdt_cw_5265_z_gwnxlf0tv80000gn/T/tmph8749jwawandb/g0ii4u82-wandb-metadata.json
2024-06-27 11:22:42,064 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/conda-environment.yaml
2024-06-27 11:22:42,064 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/requirements.txt
2024-06-27 11:22:42,064 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:42,064 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/wandb-metadata.json
2024-06-27 11:22:42,387 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:43,538 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:44,072 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:44,543 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:45,077 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:45,145 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: status_report
2024-06-27 11:22:45,548 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:46,080 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:46,553 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:47,085 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:47,558 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:48,090 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:48,560 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:49,096 INFO    Thread-12 :83723 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/charlesoneill/retrieval/src/wandb/run-20240627_112239-0ii9yd5o/files/output.log
2024-06-27 11:22:49,565 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-27 11:22:49,844 DEBUG   SenderThread:83723 [sender.py:send():379] send: exit
2024-06-27 11:22:49,844 INFO    SenderThread:83723 [sender.py:send_exit():586] handling exit code: 255
2024-06-27 11:22:49,844 INFO    SenderThread:83723 [sender.py:send_exit():588] handling runtime: 9
2024-06-27 11:22:49,844 INFO    SenderThread:83723 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-27 11:22:49,845 INFO    SenderThread:83723 [sender.py:send_exit():594] send defer
2024-06-27 11:22:49,845 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: defer
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-27 11:22:49,845 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: defer
2024-06-27 11:22:49,845 INFO    SenderThread:83723 [sender.py:send_request_defer():610] handle sender defer: 0
2024-06-27 11:22:49,845 INFO    SenderThread:83723 [sender.py:transition_state():614] send defer: 1
2024-06-27 11:22:49,845 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: defer
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-27 11:22:49,845 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: defer
2024-06-27 11:22:49,845 INFO    SenderThread:83723 [sender.py:send_request_defer():610] handle sender defer: 1
2024-06-27 11:22:49,845 INFO    SenderThread:83723 [sender.py:transition_state():614] send defer: 2
2024-06-27 11:22:49,845 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: defer
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [system_monitor.py:finish():203] Stopping system monitor
2024-06-27 11:22:49,845 DEBUG   SystemMonitor:83723 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-27 11:22:49,845 DEBUG   SystemMonitor:83723 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [interfaces.py:finish():200] Joined cpu monitor
2024-06-27 11:22:49,845 DEBUG   SystemMonitor:83723 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-27 11:22:49,845 INFO    HandlerThread:83723 [interfaces.py:finish():200] Joined disk monitor
2024-06-27 11:22:49,846 INFO    HandlerThread:83723 [interfaces.py:finish():200] Joined gpuapple monitor
2024-06-27 11:22:49,846 INFO    HandlerThread:83723 [interfaces.py:finish():200] Joined memory monitor
2024-06-27 11:22:49,846 INFO    HandlerThread:83723 [interfaces.py:finish():200] Joined network monitor
2024-06-27 11:22:49,846 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: defer
2024-06-27 11:22:49,846 INFO    SenderThread:83723 [sender.py:send_request_defer():610] handle sender defer: 2
2024-06-27 11:22:49,846 INFO    SenderThread:83723 [sender.py:transition_state():614] send defer: 3
2024-06-27 11:22:49,846 DEBUG   SenderThread:83723 [sender.py:send():379] send: telemetry
2024-06-27 11:22:49,846 DEBUG   HandlerThread:83723 [handler.py:handle_request():158] handle_request: defer
2024-06-27 11:22:49,846 DEBUG   SenderThread:83723 [sender.py:send():379] send: stats
2024-06-27 11:22:49,846 INFO    HandlerThread:83723 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-27 11:22:49,846 DEBUG   SenderThread:83723 [sender.py:send_request():406] send_request: defer
2024-06-27 11:22:49,846 INFO    SenderThread:83723 [sender.py:send_request_defer():610] handle sender defer: 3
