2024-06-28 16:36:05,404 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Current SDK version is 0.17.3
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Configure stats pid to 80054
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Loading settings from /Users/charlesoneill/.config/wandb/settings
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Loading settings from /Users/charlesoneill/retrieval/src/wandb/settings
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'src/bag_of_words.py', 'program_abspath': '/Users/charlesoneill/retrieval/src/bag_of_words.py', 'program': '/Users/charlesoneill/retrieval/src/bag_of_words.py'}
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_init.py:_log_setup():520] Logging user logs to /Users/charlesoneill/retrieval/src/wandb/run-20240628_163605-pqnduvyo/logs/debug.log
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_init.py:_log_setup():521] Logging internal logs to /Users/charlesoneill/retrieval/src/wandb/run-20240628_163605-pqnduvyo/logs/debug-internal.log
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_init.py:init():560] calling init triggers
2024-06-28 16:36:05,405 INFO    MainThread:80054 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {}
2024-06-28 16:36:05,406 INFO    MainThread:80054 [wandb_init.py:init():610] starting backend
2024-06-28 16:36:05,406 INFO    MainThread:80054 [wandb_init.py:init():614] setting up manager
2024-06-28 16:36:05,407 INFO    MainThread:80054 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-06-28 16:36:05,408 INFO    MainThread:80054 [wandb_init.py:init():622] backend started and connected
2024-06-28 16:36:05,410 INFO    MainThread:80054 [wandb_init.py:init():711] updated telemetry
2024-06-28 16:36:05,419 INFO    MainThread:80054 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-06-28 16:36:05,595 INFO    MainThread:80054 [wandb_run.py:_on_init():2402] communicating current version
2024-06-28 16:36:05,643 INFO    MainThread:80054 [wandb_run.py:_on_init():2411] got version response 
2024-06-28 16:36:05,643 INFO    MainThread:80054 [wandb_init.py:init():795] starting run threads in backend
2024-06-28 16:36:07,214 INFO    MainThread:80054 [wandb_run.py:_console_start():2380] atexit reg
2024-06-28 16:36:07,214 INFO    MainThread:80054 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2024-06-28 16:36:07,214 INFO    MainThread:80054 [wandb_run.py:_redirect():2300] Wrapping output streams.
2024-06-28 16:36:07,214 INFO    MainThread:80054 [wandb_run.py:_redirect():2325] Redirects installed.
2024-06-28 16:36:07,215 INFO    MainThread:80054 [wandb_init.py:init():838] run started, returning control to user process
2024-06-28 16:38:33,175 WARNING MsgRouterThr:80054 [router.py:message_loop():77] message_loop has been closed
